table_name,model,model_key,dataset,dataset_key,condition_or_operation,metric,estimate,ci_low,ci_high,n_items,bootstrap_samples,seed,informative,notes
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Fresh deletion,clean_context_like_loose,1.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Context truncation,p_wrong,0.10587523927789837,0.08057607758696596,0.13247768036173774,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Context truncation,p_correct,0.6587646791026958,0.6180574666057183,0.6988593839213221,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Context truncation,accuracy,0.654,0.612,0.696,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Context truncation,hysteresis_gap,0.0009435480800084233,-0.007372515440303874,0.009953869935047223,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Context truncation,entropy,0.08674861058869007,0.06845106858011506,0.10624412986312419,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Context truncation,max_probability,0.9649075707302156,0.9558939387637226,0.973310608791176,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Context truncation,restoration_ratio,0.9961803772203205,0.9595935854852814,1.0304568731007353,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Context truncation,clean_context_like_strict,1.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Context truncation,clean_context_like_main,1.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R3 Context truncation,clean_context_like_loose,1.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R4 Neutral summary,p_wrong,0.10517075038949164,0.08039450694906448,0.1305762699218085,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R4 Neutral summary,p_correct,0.6629225929253886,0.6227620444157651,0.7018638543979082,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R4 Neutral summary,accuracy,0.662,0.62,0.702,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R4 Neutral summary,hysteresis_gap,0.00023905919160170097,-0.010206016165802006,0.011136413881087532,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R4 Neutral summary,entropy,0.11725268451755347,0.09647027475786063,0.1384854516594394,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R4 Neutral summary,max_probability,0.954020528840271,0.9440093134302773,0.9636252399148193,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R4 Neutral summary,restoration_ratio,0.9990322528832603,0.9560260351588461,1.0441502780543197,500,10000,12345,True,
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R4 Neutral summary,clean_context_like_strict,1.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
recovery_operations,Mistral-7B,mistral7b_v03,TruthfulQA-MC,truthfulqa_mc,R4 Neutral summary,clean_context_like_main,1.0,,,500,10000,12345,True,Deterministic aggregate classification; CI not bootstrapped
