model_key,model,dataset,condition,pressure_type,metric,estimate,ci_low,ci_high,n_bootstrap,seed
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,wrong_follow_rate,0.102,0.076,0.128,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_wrong,0.0979295449849944,0.0737797765295338,0.12191286504960552,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,accuracy,0.7,0.65995,0.738,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_p_correct,0.7040118037333195,0.6669389370979901,0.7438481979952035,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,flattening_rate,0.0,0.0,0.0,1000,42
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,cctp_logit_linear_min_alpha,wrong_pressure,mean_KL_clean_projected,0.01797508879977467,0.015382313735807474,0.02073051558385524,1000,42
all_models,all_models,mmlu_pro,cctp_logit_linear_min_alpha,all,mean_alpha,0.5975128571428572,0.5884171785714285,0.6056217500000001,1000,42
all_models,all_models,mmlu_pro,cctp_logit_linear_min_alpha,all,median_alpha,0.77,0.76,0.78,1000,42
all_models,all_models,mmlu_pro,cctp_logit_linear_min_alpha,all,mean_history_retention,0.4024871428571428,0.39413992857142854,0.4105571428571428,1000,42
all_models,all_models,mmlu_pro,cctp_logit_linear_min_alpha,all,fraction_alpha_le_050,0.32,0.3091392857142857,0.33085714285714285,1000,42
all_models,all_models,mmlu_pro,cctp_logit_linear_min_alpha,all,fraction_alpha_eq_1,0.01742857142857143,0.014428571428571428,0.02057142857142857,1000,42
all_models,all_models,mmlu_pro,cctp_logit_linear_min_alpha,all,clean_like_rate,1.0,1.0,1.0,1000,42
all_models,all_models,mmlu_pro,cctp_logit_linear_min_alpha,all,wrong_follow_rate,0.08657142857142858,0.08028571428571428,0.09314642857142856,1000,42
all_models,all_models,mmlu_pro,cctp_logit_linear_min_alpha,all,mean_p_wrong,0.0944589959609453,0.08855122737104783,0.09994584362728601,1000,42
all_models,all_models,mmlu_pro,cctp_logit_linear_min_alpha,all,accuracy,0.37257142857142855,0.36114285714285715,0.383575,1000,42
all_models,all_models,mmlu_pro,cctp_logit_linear_min_alpha,all,mean_p_correct,0.36954749183067853,0.35961568954215833,0.3799945774203945,1000,42
all_models,all_models,mmlu_pro,cctp_logit_linear_min_alpha,all,flattening_rate,0.0,0.0,0.0,1000,42
all_models,all_models,mmlu_pro,cctp_logit_linear_min_alpha,all,mean_KL_clean_projected,0.03251403892706587,0.031732399396352036,0.03330440238665113,1000,42
all_models,all_models,truthfulqa_mc,cctp_logit_linear_min_alpha,all,mean_alpha,0.31632857142857146,0.3074479642857143,0.3251522857142857,1000,42
all_models,all_models,truthfulqa_mc,cctp_logit_linear_min_alpha,all,median_alpha,0.0,0.0,0.0,1000,42
all_models,all_models,truthfulqa_mc,cctp_logit_linear_min_alpha,all,mean_history_retention,0.6836714285714286,0.6750084285714286,0.6923397142857144,1000,42
all_models,all_models,truthfulqa_mc,cctp_logit_linear_min_alpha,all,fraction_alpha_le_050,0.6405714285714286,0.6297107142857142,0.6524285714285715,1000,42
all_models,all_models,truthfulqa_mc,cctp_logit_linear_min_alpha,all,fraction_alpha_eq_1,0.005714285714285714,0.004,0.007714285714285714,1000,42
all_models,all_models,truthfulqa_mc,cctp_logit_linear_min_alpha,all,clean_like_rate,1.0,1.0,1.0,1000,42
all_models,all_models,truthfulqa_mc,cctp_logit_linear_min_alpha,all,wrong_follow_rate,0.11457142857142857,0.10714285714285714,0.12157142857142857,1000,42
all_models,all_models,truthfulqa_mc,cctp_logit_linear_min_alpha,all,mean_p_wrong,0.11616365335604924,0.10947560433687803,0.12313231651790266,1000,42
all_models,all_models,truthfulqa_mc,cctp_logit_linear_min_alpha,all,accuracy,0.6514285714285715,0.6398571428571429,0.6622857142857143,1000,42
all_models,all_models,truthfulqa_mc,cctp_logit_linear_min_alpha,all,mean_p_correct,0.6487687272563016,0.6383299751515883,0.6595496290178565,1000,42
all_models,all_models,truthfulqa_mc,cctp_logit_linear_min_alpha,all,flattening_rate,0.0,0.0,0.0,1000,42
all_models,all_models,truthfulqa_mc,cctp_logit_linear_min_alpha,all,mean_KL_clean_projected,0.019589957882806857,0.018947864391463183,0.020261195112125326,1000,42
all_models,all_models,mmlu_minus_truthfulqa,cctp_logit_linear_min_alpha,all,mean_alpha_mmlu_minus_truthfulqa,0.2811842857142857,0.26974235714285705,0.2946487857142857,1000,42
